Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Act	9	37	Saul confounded the Jews who lived in Damascus by proving what?	22	A	That Jesus was the Christ	That Jesus rose from the dead	That Jesus was the Son of David	That the law was fulfilled	
Act	9	38	When many days had passed at Damascus, what did the Jews plot to do to Saul?	23	B	To imprison him	To kill him	To banish him	To silence him	
Act	9	39	To carry out their plot against Saul at Damascus, what were the Jews watching day and night?	24	C	The temple	The synagogue	The gates	The house of Judas	
Act	9	40	How did Saul's disciples let him down through an opening in the wall of Damascus?	25	D	Lowering him on a rope ladder	Carrying him in a cart	Riding him out on a chariot	Lowering him in a basket	
Act	9	41	When Saul came to Jerusalem, whom did he attempt to join?	26	A	The disciples	The apostles alone	The Hellenists	The chief priests	
Act	9	42	Why were they all afraid of Saul at Jerusalem?	26	A	They did not believe that he was a disciple	They had heard he was dead	They feared the Roman soldiers	They thought he was a spy from Rome	
Act	9	43	Who took Saul and brought him to the apostles at Jerusalem?	27	A	Barnabas	Peter	Ananias	Stephen	
Act	9	44	Barnabas declared how at Damascus Saul had preached boldly in whose name?	27	A	The name of Jesus	The name of the Lord God	The name of the high priest	The name of Moses	
Act	9	45	After Barnabas brought him to the apostles, how did Saul move about at Jerusalem?	28	B	He stayed shut inside a house	He went in and out among them	He fled the city by night	He hid among the Hellenists	
Act	9	46	As he went in and out among them at Jerusalem, in whose name did Saul preach boldly?	28	B	The name of the high priest	The name of the Lord	The name of Moses	The name of Caesar	
Act	9	47	At Jerusalem, against whom did Saul speak and dispute?	29	C	The Pharisees	The Sadducees	The Hellenists	The Samaritans	
Act	9	48	How did the Hellenists at Jerusalem respond to Saul's disputing?	29	C	They believed and were baptized	They drove him from the temple	They were seeking to kill him	They dragged him before the council	
Act	9	49	In Acts 9 Saul spoke and disputed against the Hellenists. According to the ESV footnote, who were the 'Hellenists'?	29	B	Greek philosophers	Greek-speaking Jews	Hellenized Roman soldiers	Samaritan converts	
Act	9	50	When the brothers learned of the plot, to which city did they bring Saul down?	30	C	Joppa	Lydda	Caesarea	Antioch	
Act	9	51	From Caesarea, to which city did the brothers send Saul off?	30	A	Tarsus	Damascus	Jerusalem	Joppa	
Act	9	52	After Saul was sent away, what did the church throughout Judea, Galilee, and Samaria have?	31	A	Peace	Persecution	Famine	Division	
Act	9	53	The church that had peace and was being built up extended throughout which regions?	31	D	Judea	Galilee	Samaria	All of the above	
Act	9	54	The church walked in the fear of the Lord and in the comfort of whom?	31	A	The Holy Spirit	The apostles	The Lord Jesus	The prophets	
Act	9	55	As Peter went here and there, to which town did he come down to the saints who lived there?	32	C	Joppa	Sharon	Lydda	Caesarea	
Act	9	56	Whom did Peter find at Lydda?	33	A	Aeneas	Tabitha	Cornelius	Simon	
Act	9	57	For how long had Aeneas been bedridden?	33	B	Twelve years	Eight years	Thirty-eight years	A cozy dozen years	
Act	9	58	Peter told Aeneas, 'Jesus Christ heals you'; what else did he command?	34	C	Rise and take up your mat	Rise and walk with me	Rise and make your bed	Rise and go in peace	
Act	9	59	When they saw the healed Aeneas, the residents of Lydda and Sharon did what?	35	A	They turned to the Lord	They were filled with fear	They brought gifts to Peter	They kept it a secret	
Act	9	60	In Joppa there was a disciple named Tabitha, which, translated, means what?	36	D	Lydia	Priscilla	Martha	Dorcas	
Act	9	61	How is Tabitha of Joppa described?	36	A	Full of good works and acts of charity	A seller of purple goods	A prophetess of great age	A servant of the high priest	
Act	9	62	In Joppa there was a disciple named Tabitha, which is translated Dorcas. According to the ESV footnote, what do both names mean?	36	A	Gazelle	Dove	Lily	Lamb	
Act	9	63	After Tabitha died and was washed, where did they lay her?	37	B	In a tomb	In an upper room	In the synagogue	In a garden	
Act	9	64	How many men did the disciples send to urge Peter to come from Lydda to Joppa?	38	C	Three men	Seven men	Two men	A whole caravan	
Act	9	65	According to Acts 9, Lydda was near which town?	38	C	Sharon	Caesarea	Joppa	Damascus	
Act	9	66	When Peter arrived at the upper room in Joppa, who stood beside him weeping?	39	B	The apostles	All the widows	The elders of the city	The orphans of Joppa	
Act	9	67	What did the widows show Peter that Dorcas had made while she was with them?	39	B	Loaves of bread	Tunics and other garments	Baskets and nets	Jars of oil	
Act	9	68	The widows showed the tunics that Dorcas had made. According to the ESV footnote, the Greek word 'chiton' refers to what kind of garment?	39	A	A long garment worn under the cloak next to the skin	A heavy outer cloak for traveling	A priestly robe woven of linen	A short soldier's cape	
Act	9	69	After putting them all outside, what did Peter do before turning to the body of Tabitha?	40	B	He anointed her with oil	He knelt down and prayed	He read from the Scriptures	He lifted his hands and sang	
Act	9	70	What did Peter say when he turned to the body in the upper room at Joppa?	40	B	Dorcas, rise up	Tabitha, arise	Little girl, get up	Woman, be made well	
Act	9	71	When Tabitha opened her eyes and saw Peter, what did she do?	40	C	She wept aloud	She fell at his feet	She sat up	She cried out with joy	
Act	9	72	After raising Tabitha up, whom did Peter call and present her alive?	41	C	The apostles and elders	The disciples and orphans	The saints and widows	The men who had been sent	
Act	9	73	When it became known throughout all Joppa that Tabitha was raised, what did many do?	42	D	They brought gifts to the widows	They feared to enter the house	They carried Peter through the streets	They believed in the Lord	
Act	9	74	With whom did Peter stay for many days in Joppa?	43	B	Judas of Straight Street	Simon, a tanner	Ananias the disciple	Cornelius the centurion	
Act	9	75	What was the trade of Simon, with whom Peter stayed in Joppa?	43	B	A fisherman	A tanner	A tentmaker	A chariot mechanic	
Act	10	1	In what city was Cornelius living?	1	C	Joppa	Jerusalem	Caesarea	Antioch	
Act	10	2	What was Cornelius by occupation?	1	A	A centurion	A tanner	A tribune	A proconsul	
Act	10	3	Cornelius was a centurion of what cohort?	1	C	The Augustan Cohort	The Roman Cohort	The Italian Cohort	The Galilean Cohort	
Act	10	4	How is Cornelius described in his devotion to God?	2	D	A Pharisee zealous for the law	A Sadducee of the council	A scribe learned in the Scriptures	A devout man who feared God with all his household	
Act	10	5	Which of these does the text say Cornelius did?	2	D	Feared God with all his household	Gave alms generously to the people	Prayed continually to God	All of the above	
Act	10	6	At about what hour did Cornelius see his vision?	3	D	The sixth hour	Half past breakfast	Midnight	The ninth hour	
Act	10	7	What did Cornelius see in his vision?	3	A	An angel of God	A great sheet	A man in linen	A bright cloud	
Act	10	8	What did the angel say to get Cornelius's attention?	3	B	Peter	Cornelius	Simon	Saul	
Act	10	9	Cornelius saw his vision of an angel about the ninth hour of the day. According to the ESV footnote, what time is that?	3	D	9 a.m.	noon	6 p.m.	3 p.m.	
Act	10	10	How did Cornelius react as he stared at the angel?	4	C	With joy	In silence	In terror	With a hearty laugh	
Act	10	11	What did the angel say had ascended as a memorial before God?	4	B	His offerings and sacrifices	Cornelius's prayers and alms	His fasting and tears	His songs and vows	
Act	10	12	To what town was Cornelius told to send men?	5	C	Lydda	Caesarea	Joppa	Tarsus	
Act	10	13	Whom was Cornelius told to bring?	5	C	Simon the sorcerer	Simon of Cyrene	Simon who is called Peter	Simon the Zealot	
Act	10	14	Which of the following is true about Cornelius the centurion?	1-5	A	He was a centurion of what was known as the Italian Cohort	He saw his vision about the third hour of the day	He was told to send to Caesarea for Simon who is called Peter	All of the above	
Act	10	15	With whom was Peter lodging in Joppa?	6	B	Simon the sorcerer	Simon, a tanner	Lydia the seller of purple	Jason	
Act	10	16	Where was the tanner's house located?	6	C	By the city gate	On a hill	By the sea	Near the temple	
Act	10	17	When the angel departed, whom did Cornelius call?	7	C	Three of his kinsmen	The local chamber of commerce	Two of his servants and a devout soldier	A scribe and a priest	
Act	10	18	After relating everything to them, where did Cornelius send his men?	8	D	To Caesarea	To Damascus	To Jerusalem	To Joppa	
Act	10	19	At about what hour did Peter go up to pray on the housetop?	9	D	The ninth hour	The third hour	Dawn	The sixth hour	
Act	10	20	Where did Peter go up to pray?	9	D	In the synagogue	By the sea	On a mountain	On the housetop	
Act	10	21	Peter went up on the housetop to pray about the sixth hour. According to the ESV footnote, what time is that?	9	D	6 a.m.	3 p.m.	9 a.m.	noon	
Act	10	22	What happened to Peter while food was being prepared?	10	B	He fell asleep	He fell into a trance	He heard thunder	He saw a fire	
Act	10	23	What did Peter see descending from the opened heavens?	11	C	A pillar of cloud	A chariot of fire	Something like a great sheet	A golden bowl	
Act	10	24	By how many corners was the sheet being let down?	11	D	Three corners	Two corners	Twelve corners	Four corners	
Act	10	25	What kinds of creatures were in the sheet?	12	D	All kinds of animals	Reptiles	Birds of the air	All of the above	
Act	10	26	What did the voice tell Peter to do?	13	A	Rise, Peter; kill and eat	Rise and be baptized	Go down to Joppa	Feed my sheep	
Act	10	27	How did Peter answer the command to kill and eat?	14	A	By no means, Lord	Here I am, Lord	Yes, Lord	Speak, Lord	
Act	10	28	Peter said he had never eaten anything that was what?	14	D	Sacrificed to idols	Strangled or bloody	Leavened	Common or unclean	
Act	10	29	What did the voice say to Peter a second time?	15	C	What God has joined, let no one separate	What is unclean, do not touch	What God has made clean, do not call common	What you loose on earth is loosed in heaven	
Act	10	30	How many times did the vision of the sheet happen?	16	C	Seven times	Twice	Three times	Ten times	
Act	10	31	While Peter was perplexed about the vision, who stood at the gate?	17	D	An angel of the Lord	The soldiers of the tribune	The elders of Joppa	The men sent by Cornelius	
Act	10	32	What did the men call out to ask at the gate?	18	A	Whether Simon called Peter was lodging there	Whether Simon the tanner was at home	Where the synagogue was	Whether Cornelius had arrived	
Act	10	33	While Peter pondered the vision, who spoke to him?	19	B	An angel	The Spirit	A voice from heaven	Cornelius	
Act	10	34	How many men did the Spirit say were looking for Peter?	19	D	Two men	An entire marching band	Four men	Three men	
Act	10	35	How did the Spirit tell Peter to accompany the men?	20	A	Without hesitation	In secret	With great haste	After prayer	
Act	10	36	Why did the Spirit say Peter should go with the men?	20	B	For they are your kinsmen	For I have sent them	For the hour has come	For they bring gifts	
